ring_no,scheme,species_name,age,visit_date,capture_time,location_name,gridRef,wing_length,weight,time_w
2741633,GBT,Storm Petrel,4,16/07/2019,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,24.4,00:30
2741632,GBT,Storm Petrel,4,16/07/2019,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.3,00:30
2741631,GBT,Storm Petrel,4,16/07/2019,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.8,00:30
2741630,GBT,Storm Petrel,4,16/07/2019,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.3,00:30
2741629,GBT,Storm Petrel,4,16/07/2019,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,25.2,00:30
2741628,GBT,Storm Petrel,4,16/07/2019,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,24.4,00:20
2741627,GBT,Storm Petrel,4,16/07/2019,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,23.3,00:20
2741626,GBT,Storm Petrel,4,16/07/2019,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.7,00:10
2741625,GBT,Storm Petrel,4,16/07/2019,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26.9,00:10
2741624,GBT,Storm Petrel,4,16/07/2019,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23.7,00:10
2741623,GBT,Storm Petrel,4,16/07/2019,00:01,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26.7,00:01
2741622,GBT,Storm Petrel,4,16/07/2019,00:01,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26.4,00:01
2741621,GBT,Storm Petrel,4,16/07/2019,00:01,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,22.8,00:01
2729848,GBT,Storm Petrel,4,09/07/2019,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.1,02:00
2741620,GBT,Storm Petrel,4,09/07/2019,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.6,02:00
2741619,GBT,Storm Petrel,4,09/07/2019,01:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.6,01:45
2741618,GBT,Storm Petrel,4,09/07/2019,01:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,128,27,01:45
2741617,GBT,Storm Petrel,4,09/07/2019,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,25.7,01:15
2741616,GBT,Storm Petrel,4,09/07/2019,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,25.6,01:15
2741615,GBT,Storm Petrel,4,09/07/2019,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.4,01:15
2741614,GBT,Storm Petrel,4,09/07/2019,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.4,01:15
2741613,GBT,Storm Petrel,4,09/07/2019,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,22.8,01:15
2741612,GBT,Storm Petrel,4,09/07/2019,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.4,01:00
2741611,GBT,Storm Petrel,4,09/07/2019,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,27.4,01:00
2741610,GBT,Storm Petrel,4,09/07/2019,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,24.8,01:00
2741609,GBT,Storm Petrel,4,09/07/2019,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.6,00:50
2741608,GBT,Storm Petrel,4,09/07/2019,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,22.9,00:30
2741607,GBT,Storm Petrel,4,05/07/2019,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.3,01:30
2741606,GBT,Storm Petrel,4,05/07/2019,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.1,01:00
2741605,GBT,Storm Petrel,4,05/07/2019,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,28,01:00
2741800,GBT,Storm Petrel,4,01/09/2018,21:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.6,21:45
2741601,GBT,Storm Petrel,4,01/09/2018,22:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,25.2,22:30
9AZ1794,DKC,Storm Petrel,4,03/08/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.4,01:15
2741798,GBT,Storm Petrel,4,03/08/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.3,01:30
2741797,GBT,Storm Petrel,4,03/08/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26.1,01:30
2741796,GBT,Storm Petrel,4,03/08/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.3,01:30
2741795,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,26.9,01:10
2741794,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,24.7,01:10
2741793,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,22.3,01:10
2741792,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,25.6,01:10
2741791,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26.1,01:10
2741790,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,22.2,01:10
2741789,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,22.6,01:10
2741788,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,24.8,01:10
2741787,GBT,Storm Petrel,4,03/08/2018,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,22.7,01:10
2741786,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.2,01:00
2741785,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.5,01:00
2741784,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.9,01:00
2741783,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,26.1,01:00
2741782,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,26.2,01:00
2741781,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,25.2,01:00
2741779,GBT,Storm Petrel,4,03/08/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.4,01:00
2741778,GBT,Storm Petrel,4,03/08/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,25.2,00:45
2741777,GBT,Storm Petrel,4,03/08/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,25.3,00:45
2741776,GBT,Storm Petrel,4,03/08/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,117,23.2,00:45
2741775,GBT,Storm Petrel,4,03/08/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.6,00:40
2741774,GBT,Storm Petrel,4,03/08/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.5,00:40
2741773,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.1,00:30
2741772,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.6,00:30
2741771,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,27.6,00:30
2741770,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,20.8,00:30
2741745,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,23.5,00:05
2741744,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,25.5,00:05
2741743,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,118,23.9,23:35
2741742,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,123,22.6,23:35
2741741,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,123,22.8,23:35
2741740,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,126,24.5,23:35
2741739,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,123,24.3,23:35
2741738,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,121,23.4,23:35
2741737,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,117,25.3,23:35
2741736,GBT,Storm Petrel,4,02/08/2018,23:35,"NBE (Twinyess, North Ronaldsay)",HY7452,123,22.4,23:35
2741735,GBT,Storm Petrel,4,02/08/2018,23:30,"NBE (Twinyess, North Ronaldsay)",HY7452,116,24.1,23:30
2741734,GBT,Storm Petrel,4,02/08/2018,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,23.8,23:30
2741769,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,25.2,00:30
2741768,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.6,00:30
2741767,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,21.3,00:30
2741766,GBT,Storm Petrel,4,03/08/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24,00:30
2741765,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,25.5,00:20
2741764,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.4,00:20
2741763,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,23,00:20
2741762,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.4,00:20
2741761,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,24,00:20
2741760,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24.4,00:20
2741759,GBT,Storm Petrel,4,03/08/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,26.6,00:20
2741758,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,22.6,00:10
2741757,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23,00:10
2741756,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,22,00:10
2741755,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,25.1,00:10
2741754,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.5,00:10
2741753,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.1,00:10
2741752,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,22.5,00:10
2741751,GBT,Storm Petrel,4,03/08/2018,00:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,22.4,00:10
2741750,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,24.8,00:05
2741749,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,25.7,00:05
2741748,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.1,00:05
2741747,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,25.1,00:05
2741746,GBT,Storm Petrel,4,03/08/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,22.8,00:05
2741733,GBT,Storm Petrel,4,02/08/2018,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,26.3,23:30
2741732,GBT,Storm Petrel,4,02/08/2018,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.1,23:30
2741731,GBT,Storm Petrel,4,02/08/2018,23:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,25.2,23:15
2741730,GBT,Storm Petrel,4,02/08/2018,23:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,24.8,23:15
2741729,GBT,Storm Petrel,4,02/08/2018,23:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26.3,23:15
2645988,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,25.4,00:45
2701632,GBT,Storm Petrel,4,18/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26.7,00:15
2736780,GBT,Storm Petrel,4,22/07/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,23.5,00:20
2717607,GBT,Storm Petrel,4,12/07/2018,01:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,25.6,01:20
2741728,GBT,Storm Petrel,4,26/07/2018,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,26.3,02:00
2741727,GBT,Storm Petrel,4,26/07/2018,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,22.8,02:00
2741726,GBT,Storm Petrel,4,26/07/2018,01:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24,01:50
2741725,GBT,Storm Petrel,4,26/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,25,01:30
2741724,GBT,Storm Petrel,4,26/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,22.3,01:30
2741723,GBT,Storm Petrel,4,26/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,23.2,01:30
2741722,GBT,Storm Petrel,4,26/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,25.2,01:30
2741721,GBT,Storm Petrel,4,26/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.2,01:30
2741720,GBT,Storm Petrel,4,26/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,23.2,01:30
2741719,GBT,Storm Petrel,4,26/07/2018,01:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,129,25,01:20
2741718,GBT,Storm Petrel,4,26/07/2018,01:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.6,01:20
2741717,GBT,Storm Petrel,4,26/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24.3,01:15
2741716,GBT,Storm Petrel,4,26/07/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.5,01:00
2741715,GBT,Storm Petrel,4,26/07/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,25.5,01:00
2741714,GBT,Storm Petrel,5,26/07/2018,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.2,00:50
2741713,GBT,Storm Petrel,4,26/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,22.6,00:40
2741712,GBT,Storm Petrel,4,26/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,22.9,00:40
2741711,GBT,Storm Petrel,5,26/07/2018,00:35,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,128,24.1,00:35
2741710,GBT,Storm Petrel,4,26/07/2018,00:35,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,24.1,00:35
2741709,GBT,Storm Petrel,4,26/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.7,00:30
2741708,GBT,Storm Petrel,4,26/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23,00:30
2741707,GBT,Storm Petrel,4,26/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,24.4,00:30
2741706,GBT,Storm Petrel,4,26/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,25.7,00:30
2741705,GBT,Storm Petrel,4,26/07/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.6,00:20
2741704,GBT,Storm Petrel,4,26/07/2018,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,115,24.4,00:20
2741703,GBT,Storm Petrel,4,26/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,23.5,00:15
2741702,GBT,Storm Petrel,4,26/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.3,00:15
2741701,GBT,Storm Petrel,4,26/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26.8,00:15
2741600,GBT,Storm Petrel,4,26/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.3,00:15
2741599,GBT,Storm Petrel,4,25/07/2018,23:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,24.2,23:50
2741598,GBT,Storm Petrel,4,23/07/2018,02:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.4,02:10
2741597,GBT,Storm Petrel,4,23/07/2018,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.8,02:00
2741596,GBT,Storm Petrel,4,23/07/2018,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,23.4,02:00
2741595,GBT,Storm Petrel,4,23/07/2018,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,25.2,02:00
2741594,GBT,Storm Petrel,4,23/07/2018,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,25.4,02:00
2741593,GBT,Storm Petrel,4,23/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,27.5,01:30
2741592,GBT,Storm Petrel,4,23/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,22.5,01:30
2741591,GBT,Storm Petrel,4,23/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,25.9,01:30
2741590,GBT,Storm Petrel,4,23/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,27.5,01:30
2741589,GBT,Storm Petrel,4,23/07/2018,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,22.9,01:30
2741588,GBT,Storm Petrel,4,23/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.9,01:15
2741587,GBT,Storm Petrel,4,23/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,129,26.5,01:15
2741586,GBT,Storm Petrel,4,23/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.8,01:15
2741585,GBT,Storm Petrel,4,23/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,27.8,01:15
2741584,GBT,Storm Petrel,4,23/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.6,01:15
2741583,GBT,Storm Petrel,4,23/07/2018,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.1,01:15
2741582,GBT,Storm Petrel,4,23/07/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.8,01:00
2741581,GBT,Storm Petrel,4,23/07/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,28.6,01:00
2741580,GBT,Storm Petrel,4,23/07/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,22.3,01:00
2741579,GBT,Storm Petrel,4,23/07/2018,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23.5,01:00
2741572,GBT,Storm Petrel,4,23/07/2018,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23.4,00:50
2741571,GBT,Storm Petrel,4,23/07/2018,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.7,00:50
2741570,GBT,Storm Petrel,4,23/07/2018,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,129,23.1,00:50
2741569,GBT,Storm Petrel,4,23/07/2018,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.9,00:50
2741568,GBT,Storm Petrel,4,23/07/2018,00:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,25.4,00:50
2741567,GBT,Storm Petrel,4,23/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26.8,00:40
2741566,GBT,Storm Petrel,4,23/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,22.2,00:40
2741565,GBT,Storm Petrel,4,23/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.7,00:40
2741564,GBT,Storm Petrel,4,23/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,23.6,00:40
2741563,GBT,Storm Petrel,4,23/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.1,00:40
2741562,GBT,Storm Petrel,4,23/07/2018,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.4,00:40
2741561,GBT,Storm Petrel,4,23/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.7,00:30
2741560,GBT,Storm Petrel,4,23/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.1,00:30
2741559,GBT,Storm Petrel,4,23/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24.9,00:30
2741558,GBT,Storm Petrel,4,23/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.3,00:30
2741557,GBT,Storm Petrel,4,23/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.8,00:30
2741556,GBT,Storm Petrel,4,23/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,23.9,00:15
2741555,GBT,Storm Petrel,4,23/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,24.9,00:15
2741554,GBT,Storm Petrel,4,23/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24.7,00:15
2741553,GBT,Storm Petrel,4,23/07/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,24.3,00:05
2741552,GBT,Storm Petrel,4,23/07/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.4,00:05
2741551,GBT,Storm Petrel,4,23/07/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,23.4,00:05
2741550,GBT,Storm Petrel,4,23/07/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.9,00:05
2741549,GBT,Storm Petrel,4,23/07/2018,00:05,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,25.1,00:05
2741542,GBT,Storm Petrel,4,22/07/2018,23:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.3,23:40
2741541,GBT,Storm Petrel,4,22/07/2018,23:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.1,23:40
2741540,GBT,Storm Petrel,4,22/07/2018,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.5,23:30
2741539,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,25.5,00:45
2741538,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24.1,00:45
2741537,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,26.1,00:45
2741536,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.5,00:45
2741535,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,23.3,00:45
2741534,GBT,Storm Petrel,4,18/07/2018,00:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23.8,00:45
2741533,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,28.1,00:30
2741532,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,117,22.9,00:30
2741531,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,24.8,00:30
2741530,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,27.8,00:30
2741529,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23.6,00:30
2741528,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.5,00:30
2741527,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,22.8,00:30
2741526,GBT,Storm Petrel,4,18/07/2018,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.8,00:30
2741525,GBT,Storm Petrel,4,18/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.9,00:15
2741524,GBT,Storm Petrel,4,18/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,25.6,00:15
2741523,GBT,Storm Petrel,4,18/07/2018,00:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.8,00:15
